eu_code,eu_desc,current_hs6_in_pushed_file,gpt_assessment,recommended_hs6_or_policy,action_type,priority,reason,evidence_or_hs2012_basis,pipeline_target,policy_note,source_concordance_sha,source_concordance_url,source_hs2012_url,source_annex_url,reviewer,review_date
0810070,Fennel,090961,NGỜ,090961;090962,SPLIT_REQUIRED_IF_PROCESSED_FORMS_INCLUDED,P2,"Fennel seeds split by neither crushed/ground vs crushed/ground. If the econometric panel is RAC-only, keep the whole-form code but explicitly exclude crushed/ground codes in policy.",HS2012 spice headings frequently split whole vs crushed/ground.,concordance_final_asean.csv,,bc546a073d8dabec38a4181bb93dcc30f4d8cdc4,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,GPT-5.5 Pro,2026-06-28
0810090,Nutmeg,090811,NGỜ,090811;090812,SPLIT_REQUIRED_IF_PROCESSED_FORMS_INCLUDED,P2,"Nutmeg is split by neither crushed/ground vs crushed/ground. If the econometric panel is RAC-only, keep the whole-form code but explicitly exclude crushed/ground codes in policy.",HS2012 spice headings frequently split whole vs crushed/ground.,concordance_final_asean.csv,,bc546a073d8dabec38a4181bb93dcc30f4d8cdc4,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,GPT-5.5 Pro,2026-06-28
0820010,Allspice/pimento,090421,NGỜ,090421;090422,SPLIT_REQUIRED_IF_PROCESSED_FORMS_INCLUDED,P2,"Capsicum/Pimenta dried fruits split by neither crushed/ground vs crushed/ground. If the econometric panel is RAC-only, keep the whole-form code but explicitly exclude crushed/ground codes in policy.",HS2012 spice headings frequently split whole vs crushed/ground.,concordance_final_asean.csv,,bc546a073d8dabec38a4181bb93dcc30f4d8cdc4,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,GPT-5.5 Pro,2026-06-28
0820030,Caraway,090961,NGỜ,090961;090962,SPLIT_REQUIRED_IF_PROCESSED_FORMS_INCLUDED,P2,"Caraway seeds split by neither crushed/ground vs crushed/ground. If the econometric panel is RAC-only, keep the whole-form code but explicitly exclude crushed/ground codes in policy.",HS2012 spice headings frequently split whole vs crushed/ground.,concordance_final_asean.csv,,bc546a073d8dabec38a4181bb93dcc30f4d8cdc4,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,GPT-5.5 Pro,2026-06-28
0820040,Cardamom,090831,NGỜ,090831;090832,SPLIT_REQUIRED_IF_PROCESSED_FORMS_INCLUDED,P2,"Cardamom is split by neither crushed/ground vs crushed/ground. If the econometric panel is RAC-only, keep the whole-form code but explicitly exclude crushed/ground codes in policy.",HS2012 spice headings frequently split whole vs crushed/ground.,concordance_final_asean.csv,,bc546a073d8dabec38a4181bb93dcc30f4d8cdc4,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,GPT-5.5 Pro,2026-06-28
0820050,Juniper berry,090961,NGỜ,090961;090962,SPLIT_REQUIRED_IF_PROCESSED_FORMS_INCLUDED,P2,"Juniper berries are in the same 090961/090962 split family. If the econometric panel is RAC-only, keep the whole-form code but explicitly exclude crushed/ground codes in policy.",HS2012 spice headings frequently split whole vs crushed/ground.,concordance_final_asean.csv,,bc546a073d8dabec38a4181bb93dcc30f4d8cdc4,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,GPT-5.5 Pro,2026-06-28
0820060,"Peppercorn (black, green and white)",090411,NGỜ,090411;090412,SPLIT_REQUIRED_IF_PROCESSED_FORMS_INCLUDED,P2,"Pepper is split by neither crushed/ground vs crushed/ground. If the econometric panel is RAC-only, keep the whole-form code but explicitly exclude crushed/ground codes in policy.",HS2012 spice headings frequently split whole vs crushed/ground.,concordance_final_asean.csv,,bc546a073d8dabec38a4181bb93dcc30f4d8cdc4,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,GPT-5.5 Pro,2026-06-28
0820070,Vanilla,090510,NGỜ,090510;090520,SPLIT_REQUIRED_IF_PROCESSED_FORMS_INCLUDED,P2,"Vanilla is split by neither crushed/ground vs crushed/ground. If the econometric panel is RAC-only, keep the whole-form code but explicitly exclude crushed/ground codes in policy.",HS2012 spice headings frequently split whole vs crushed/ground.,concordance_final_asean.csv,,bc546a073d8dabec38a4181bb93dcc30f4d8cdc4,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,GPT-5.5 Pro,2026-06-28
0830010,Cinnamon,090611,NGỜ,090611;090620,SPLIT_REQUIRED_IF_PROCESSED_FORMS_INCLUDED,P2,"Cinnamon C. verum has a whole-form code and a crushed/ground code; current code is whole only. If the econometric panel is RAC-only, keep the whole-form code but explicitly exclude crushed/ground codes in policy.",HS2012 spice headings frequently split whole vs crushed/ground.,concordance_final_asean.csv,,bc546a073d8dabec38a4181bb93dcc30f4d8cdc4,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,GPT-5.5 Pro,2026-06-28
0840020,Ginger,091011,NGỜ,091011;091012,SPLIT_REQUIRED_IF_PROCESSED_FORMS_INCLUDED,P2,"Ginger is split by neither crushed/ground vs crushed/ground. If the econometric panel is RAC-only, keep the whole-form code but explicitly exclude crushed/ground codes in policy.",HS2012 spice headings frequently split whole vs crushed/ground.,concordance_final_asean.csv,,bc546a073d8dabec38a4181bb93dcc30f4d8cdc4,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,GPT-5.5 Pro,2026-06-28
0850010,Cloves,090710,NGỜ,090710;090720,SPLIT_REQUIRED_IF_PROCESSED_FORMS_INCLUDED,P2,"Cloves are split by neither crushed/ground vs crushed/ground. If the econometric panel is RAC-only, keep the whole-form code but explicitly exclude crushed/ground codes in policy.",HS2012 spice headings frequently split whole vs crushed/ground.,concordance_final_asean.csv,,bc546a073d8dabec38a4181bb93dcc30f4d8cdc4,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,GPT-5.5 Pro,2026-06-28
0870010,Mace,090821,NGỜ,090821;090822,SPLIT_REQUIRED_IF_PROCESSED_FORMS_INCLUDED,P2,"Mace is split by neither crushed/ground vs crushed/ground. If the econometric panel is RAC-only, keep the whole-form code but explicitly exclude crushed/ground codes in policy.",HS2012 spice headings frequently split whole vs crushed/ground.,concordance_final_asean.csv,,bc546a073d8dabec38a4181bb93dcc30f4d8cdc4,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,GPT-5.5 Pro,2026-06-28
